case_id,Case Status,Unnamed: 2,Product Phase,Concept Year_year,Concept Year_year_raw,Concept Year_year_qualifier,Prototype Year_year,Prototype Year_year_raw,Prototype Year_year_qualifier,Commercial Year_year,Commercial Year_year_raw,Commercial Year_year_qualifier,Patent mentions biomim*?,Academia or Industry,Company or Institution Name,Innovator?,Product Name,Product Description,Aerospace or Transport?,Mimic,Mimic Description,Sustainability?,Kingdom,Group,Phylum,Mimic System,Mimic Subsystem,Mimic Suprasystem,BioM Intensity,Bioutilization?,Species Utilized,Is this product Biomimetic?,Is this an Ecosystem Service,Process Type,Source(s),"Do the official or commercial product descriptions or journal article by developer mention inspir*, Biom*, Bioni*, or mimi*?",Third Party,Product Biomimetic Description Word,Word Category,Country,Continent,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,display_name,biom_type_function,biom_type_form,biom_type_process,biom_type_interaction,biom_type_na,country_iso3,country_name_canonical
273,"Complete, with interview",,In Development,2008.0,2008,,2008.0,2008,,,,,True,Academia,"New York University, Polytechnic Institute",True,,"Robotic fish that encourages real fish to follow it. Applications for leading fish away from unsafe areas, such as underwater turbines, or oil spills.",False,Zebrafish schooling behviour,Mimics the way that zebra fish swim and move. Researchers studied the one dimensional mathematical movements and developed algorithms in order to produce a robot that would convince other fish to follow it. ,False,Animalia,Chordates,Chordata,Organism,Organ System,Population,2.0,False,,True,False,,https://www.treehugger.com/clean-technology/robotic-fish-anchors-using-razor-clam-digging.html,False,no,,,,Europe,,,,,,,,False,False,True,True,False,,
274,"Complete, no interview",,In Development,,,,,,,,,,,Academia,Massachusetts Institute of Technology,,Finnegan,Maneuverable autonomous underwater vehicle. Robot has the ability to turn and avoid obstacles without losing speed.,True,Sea turtle,Mimics the flipper movements of the turtle and the robots shoulders were adjusted to allow for it to turn on a greater arc while making level turns.,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,,https://www.whoi.edu/oceanus/feature/the-turtle-and-the-robot/,False,no,,,,North America,,,,,,,Finnegan,False,False,True,False,False,,
275,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"Massachusettes Institute of Technology

Brigham and Women's Hospital",,,"Multivalent DNA network designed to capture and release circulating cancerous cells found in the bloodstream (lymphoblas cells). Lymphoblast cells have protein markers that are unique and can be used to identify them for capture. Lymphoblasts have a high probability of binding to the microfluidic device that was created as it moves through biological channels, while non-cancerous cells are unaffected.",False,Jellyfish tentacles,Product was inspired by the jellyfish tentacles ability to capture food particles. ,False,Animalia,Invertebrates,Cnidaria,Organ,Tissue,Organ System,0.0,True,DNA,True,False,,"Zhao, W. et al., 2012. Bioinspired multivalent DNA network for capture and release of cells. Proceedings of the National Academy of Sciences. Available at: http://www.pnas.org/content/early/2012/11/08/1211234109 [Accessed March 27, 2013].
http://www.extremetech.com/extreme/140430-filtering-cancerous-cells-from-your-blood-with-jellyfish-inspired-dna-tentacles
",False,no,,,,North America,,,,,,,,True,False,False,False,False,,
276,"Complete, no interview",,Concept,,,,,,,,,,,Industry,Adam Opel AG,,Various car components,The structural components of cars,True,Trees or bones,"The idea is that trees and bones do not have an excess of structural material, only the minimum required, so the products are 'pared' down to reflect a minimum use of material",True,,,,Organ,Tissue,Organ System,0.0,False,,True,False,,https://www.opel.de/opel-erleben/opel-experimente.html,True,yes,,https://www.opel.de/opel-erleben/opel-experimental.html,,North America,,,,,,,Various car components,True,False,False,False,False,,
277,"Complete, no interview",,Commercially Available,,,,,,,,,,False,Industry,Alan Sportartikel GmbH,,PowerSkip,Jumping stilts for humans,False,Kangaroo,The stilts mimic the biomechanics of the kangaroo to allow for bounding movement.,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,,https://www.bikeradar.com/reviews/bikes/mountain-bikes/bionicon-edison-review,False,no,,firm closed,,Europe,,,,,,,PowerSkip,False,True,False,False,False,,
278,"Complete, no interview",,Commercially Available,,,,,,,2002.0,2002,,,Industry,Bionicon GmbH,,Edison,Mountain bike that changes its geometry depending upon the activity,False,Wild Mountain Goats of Tegernsee,Goats shorten their front legs (less fork travel) when climbing and lengthen (more fork travel) them when descending to shift their center of gravity,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,,https://www.bikeradar.com/reviews/bikes/mountain-bikes/bionicon-edison-review,False,no,,,,Europe,,,,,,,Edison,False,False,True,False,False,,
279,"Complete, no interview",,Commercially Available,2000.0,2000,,2001.0,"2001, 2004",,2003.0,"2003, 2006",,,Industry,Seismic Asia Pacific Pty Ltd,,Chirpscan I and Chirpscan II,Sonar,False,?,,False,,,,,,,,False,,,False,,https://asknature.org/innovation/intricate-sound-sensor-inspired-by-bat-ears/,False,no,,,,Europe,,,,,,,Chirpscan I and Chirpscan II,,,,,False,,
280,"Complete, no interview",,Concept,,,,2008.0,2008,,,,,,Industry,BMW,,GINA,Roadster car with fabric skin,True,Skin,The car has a 'skin' made of fabric that is bendable rather than hard sheets of metal,False,,,,Organ,Tissue,Organ System,0.0,False,,True,False,,https://www.press.bmwgroup.com/global/article/detail/T0010817EN/the-bmw-gina-light-visionary-model-innovative-approach-and-optics,False,no,,,,Oceania,,,,,,,GINA,True,False,False,False,False,,
281,"Complete, no interview",,Concept,,,,2005.0,2005,,,,,,Industry,Mercedes-Benz (Daimler Chrysler),,Bionic,Car that looks like a yellow boxfish,True,Yellow Boxfish (Ostracion cubicus) ,The shape of the car is similar to that of a boxfish.,False,Animalia,Chordates,Chordata,Organism,Organ System,Population,1.0,False,,True,False,,https://www.mercedes-benz.com/en/innovation/,False,no,,,,North America,,,,,,,Bionic,False,True,False,False,False,,
282,"Complete, with interview",,In Development,1912.0,1912,,,,,,,,,Academia,"Arizona State University, Gust Lab",False,,Photosynthetic energy conversion,False,Photosynthesis,"""In their laboratories they synthesize organic molecules that absorb sunlight and use the resulting energy to carry out basic processes such as energy transfer, photoinduced electron transfer, and photoisomerization.""",True,Plantae,Plants,Anthophyta,Tissue,Cell,Organ,1.0,False,,True,False,,https://search.asu.edu/profile/person/29848,False,no,,,,Europe,,,,,,,,False,True,False,False,False,,
283,"Complete, no interview",,Commercially Available,,,,,,,,,,False,Industry,"CREAVIS Gesellschaft fuer Tech. 

Innovation mbH",,Self-cleaning lotus effect surfaces having antimicrobial properties,Manufacturing procedure to secure self-cleaning surface,False,,,False,,,,,,,,False,,False,False,,patent,False,no,,,,Europe,,,,,,,Self-cleaning lotus effect surfaces having antimicrobial properties,False,False,False,False,True,,
284,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,Duravit AG,False,WonderGliss,Hydro and dirt-phobic surface,False,Lotus,Insufficient info,True,Plantae,Plants,Anthophyta,Tissue,Cell,Organ,1.0,False,,True,False,,https://www.duravit.com/,True,yes,,,,North America,,,,,,,WonderGliss,False,True,False,False,False,,
285,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,"Airbus SE (formerly EADS - Airbus, renamed 2014-2017)",,Airbus cabin bathroom surfaces,Bathroom surfaces are using the lotus effect,True,Lotus leaf,Bathroom surfaces are 'self cleaning',True,Plantae,Plants,,Tissue,Cell,Organ,1.0,False,,True,False,,https://www.airbus.com/en/innovation,False,no,,,,Europe,,,,,,,Airbus cabin bathroom surfaces,False,True,False,False,False,,
286,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,"Airbus SE (formerly EADS - Airbus, renamed 2014-2017)",,A380 wings,Winglets,True,winglets of Steppe Eagles,"The wing tips of the airplanes are winglets, curling upward to almost 90 degrees. This maintains a high surface area but a lower aspect ratio.",True,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,,https://www.airbus.com/en/innovation,False,no,,,,Europe,,,,,,,A380 wings,False,True,False,False,False,,
287,"Complete, no interview",,Commercially Available,1991.0,1991,,,,,,,,False,Industry,Boeing,True,Winglet,Winglets on airplane wings that mimick the winglets of soaring birds,True,Eagles,"The wing tips of the airplanes are winglets, curling upward to almost 90 degrees. This maintains a high surface area but a lower aspect ratio.",False,Animalia,Chordates,,Organ,Tissue,Organ System,1.0,False,,True,False,,https://www.boeing.com,True,yes,,,,Europe,,,,,,,Winglet,False,True,False,False,False,,
288,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,Sound Foresight Technology Ltd.,True,UltraCane,A cane for the  blind or partially blind  that gives mobility assistance by emitting ultrosonic waves and feeding the information about upcoming objects back to the user.,False,Bat and dolphin echolocation,,False,Animalia,Chordates,Chordata,Organ System,Organ,Organism,1.0,False,,True,False,,https://www.ultracane.com/about,False,no,,,,North America,,,,,,,UltraCane,False,False,True,False,False,,
289,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,Enertia Homes,True,Enertia,Geo-solar technology to allow houses the capability to self-heat as well as self-cool.,False,"copying ""Earth""","""Most have a built-in ""biosphere,"" modeled after planet Earths’ that draws energy from the sun, and geothermal stability from the ground, creating a temperate climate that buffers the primary living space. Your personal Greenhouse Effect warms your house in winter. Naturally-induced air currents cool it in summer.""",True,,,,Biosphere,Ecosystem,,0.0,False,,True,False,,https://www.enertia.com,False,no,,,,Europe,,,,,,,Enertia,True,False,False,False,False,,
290,"Complete, with interview",,Concept,2011.0,2011,,2011.0,2011,,,,,,Industry,soma ,,multiple natures,Design concept for Taiwan Tower International Copetition. It is a zero-carbon structure that looks somewhat plant-like and was designed using the swarm intelligence system.,False,?,?,False,,,,Ecosystem,Community,Biosphere,,False,,False,False,,"http://www.soma-architecture.com/index.php?page=multiple_natures&parent=2
http://www.treehugger.com/green-architecture/fibrous-tower-taiwan-skyscraper-soma.html",True,no,,,,North America,,,,,,,multiple natures,False,False,False,False,True,,
291,"Complete, no interview",,In Development,,,,,,,,,,,Industry,QisdaCorporation,True,Coral Reef LED Floor Light,A floor light with 3 LED fan shaped lights.,False,Coral reefs,Designers were inspired by the shapes of coral and how the sun hits them. ,True,Animalia,Invertebrates,Cnidaria,Organism,Organ System,Population,,False,,False,False,,https://www.soma-architecture.com,False,no,,,,Europe,,,,,,,Coral Reef LED Floor Light,False,False,False,False,True,,
292,"Complete, with interview",,In Development,2010.0,2010,,2010.0,2010,,,,,,Academia,Gerogia Institute of Technology,True,Scalybot2,Artificial robot with scale-like teeth on underside that assist with climbing inclinces.,False,Snake scales and rectilinear motion,The movement and scales of snakes allow them to climb inclines.,False,Animalia,Chordates,Chordata,Tissue,Cell,Organ,1.0,False,,True,False,,https://www.red-dot.org/pd/online-exhibition,False,no,,,,Asia,,,,,,,Scalybot2,False,True,False,False,False,,
293,"Complete, with interview",,No longer in development,2010.0,2010,,2010.0,2010,,2011.0,2011,,,Academia,"University of Stuttgart, Institute for Computational Design
Institute of Building Structures and Structual Design",True,ICD/ITKE Research Pavilion 2011,A pavilion constructed of sheets of plywood that have been fingerjointed together using robotic fabrication.,False,Sand dollar,"Mimics the biological principles of a sand dollars plate skeleton. Copies the modular structure of the sand dollar plates and how they fit together, mimicking the finger-like calcite protrusions. Three plate edges meet at one point.",False,Animalia,Invertebrates,Echinodermata,Organ,Tissue,Organ System,1.0,False,,True,False,,https://www.treehugger.com/gadgets/scalybot-robot-takes-cues-snake-locomotion.html,False,no,,,,North America,,,,,,,ICD/ITKE Research Pavilion 2011,False,True,False,False,False,,
294,"Complete, no interview",,In Development,,,,,,,,,,,Industry,Studio Toer,,loef,Autonomous parasol that reacts to sunlight to provide shade.,False,plants ability to react to sunlight,When the robot senses sunlight with soalr panels the shading parasol opens up so that shading can be provided. ,False,Plantae,Plants,,Organ System,Organ,Organism,,False,,False,False,,https://icd.uni-stuttgart.de/?p=6,False,no,,,,Europe,,,,,,,loef,False,False,False,False,True,,
295,"Complete, no interview",,In Development,,,,,,,,,,,Academia,Case Western Researve University,,,A film material that has cellulose nanocrystals added to it that become more ridgid when exposed to light. Exposing one end to more light than the other means that one part can be more ridgid than the other. Applications for medical implants.,False,Squid beak,Mimics the way that the squids beak is ridgid at one end and soft at the other end. ,False,Animalia,Invertebrates,Mollusca,Molecule,,Organelle,0.0,False,,True,False,,https://www.treehugger.com/sustainable-product-design/studio-toer-creates-loef-autonomous-parasol-like-plant.html,False,no,,,,Europe,,,,,,,,True,False,False,False,False,,
296,"Complete, no interview",,In Development,,,,,,,,,,,Academia,Massachusetts Institute of Technology,,,"Glass that is glare-free, self-cleaning, and water-repellant.",False,"Different textures in nature - lotus leaves, desert beetle carpaces, and moth eyes. ","Mimics the use of nanostructure that is self cleaning and water repellants. ""Uses array of nanoscale cones that are five times as tall as their base width of 200 nanometers"" ",True,,,,Tissue,Cell,Organ,0.0,False,,True,False,,https://www.treehugger.com/clean-technology/glass-inspired-by-butterfly-wings-is-more-durable-than-regular-glass.html,True,no,,,,North America,,,,,,,,True,False,False,False,False,,
297,"Complete, no interview",,In Development,,,,,,,,,,,Academia,Fraunhofer Institute,,,Spider-like robot to be used for hazardous missions.,False,Spider movement,Looks and moves like a spider keeping at least 4 of the eight legs on the ground at all times. ,False,Animalia,Invertebrates,Arthropoda,Organ System,Organ,Organism,1.0,False,,True,False,,https://www.fraunhofer.de/en/press/research-news/2011/november/high-tech-spider.html,True,no,,,,North America,,,,,,,,False,False,True,False,False,,
298,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"Georgia Institute of Technology

Northwestern University",True,FlipperBot (FBot),Sea turtle-like robot that uses flippers for locomotion.,False,Sea turtle flippers,Mimics the wrist movement of the sea turtles flippers to stop the robot from getting stuck in the sand and allow for variations in movement.,False,Animalia,Chordates,Chordata,Organ System,Organ,Organism,1.0,False,,True,False,,https://www.treehugger.com/gadgets/flipperbot-learns-to-walk-from-sea-turtles.html,False,no,,,,Europe,,,,,,,FlipperBot (FBot),False,False,True,False,False,,
